train_epoch,200
batch_size,64
lr,0.001
lrcos,True
lr_warmup,False
mixup,False
mixup_alpha,0.2
weight_decay,0.0001
momentum,0.99
class_num,5
retrain,False
log_interval,10
save_interval,10
model_root,../output/models
log_root,../output/logs
name,cassava_desnet121
train_dir,/home/bbb//shicaiwei/data/cassava/train_data
test_dir,/home/bbb//shicaiwei/data/cassava/val_data
log_name,cassava_desnet121.csv
model_name,cassava_desnet121
1.0564262972616438,0.796119,0.796119
0.5227074801032223,0.814356,0.814356
0.4529317028042096,0.832125,0.832125
0.4068033108070715,0.833061,0.833061
0.36438978752538337,0.837035,0.837035
0.34207125363954854,0.843348,0.843348
0.3313878267558653,0.842179,0.843348
0.30438707969081935,0.842179,0.843348
0.2742962965102338,0.843582,0.843582
0.24172584289935098,0.839841,0.843582
0.25104657416023424,0.827917,0.843582
0.23075850941796802,0.834697,0.843582
0.19412154137198603,0.832125,0.843582
0.2050084882040522,0.832359,0.843582
0.1728076521140426,0.841945,0.843582
0.1514456176490926,0.842647,0.843582
0.13279398586323013,0.841711,0.843582
0.1182245937968368,0.831658,0.843582
0.11103042348552106,0.835399,0.843582
0.10473020285812777,0.836568,0.843582
0.10190545834267317,0.835165,0.843582
0.11770327222436222,0.831424,0.843582
0.10497352847857262,0.837971,0.843582
0.08445152929469721,0.829553,0.843582
0.07715319619694752,0.842881,0.843582
0.07493978861107756,0.837971,0.843582
0.08395527425541807,0.841478,0.843582
0.06945999255820887,0.833294,0.843582
0.05450042281577836,0.835866,0.843582
0.05237467242265815,0.833996,0.843582
0.05371636619318777,0.841478,0.843582
0.05714950988541788,0.831658,0.843582
0.04849769141691834,0.836568,0.843582
0.045688535517721035,0.843114,0.843582
0.042155112681993796,0.841478,0.843582
0.03649462403646156,0.833762,0.843582
0.03377965837717056,0.841478,0.843582
0.0327169848466987,0.827683,0.843582
0.03397180885076523,0.830255,0.843582
0.034444018753606885,0.842413,0.843582
0.03283823237045488,0.834931,0.843582
0.03820802693936362,0.841244,0.843582
0.031167810421381423,0.840309,0.843582
0.03523829557112793,0.836568,0.843582
0.03761975945376638,0.828618,0.843582
0.03973231953916265,0.83423,0.843582
0.03866816423277357,0.834931,0.843582
0.030466552656977924,0.849895,0.849895
0.02082776256016831,0.841244,0.849895
0.016355513303137538,0.83914,0.849895
0.02050285819751113,0.846388,0.849895
0.018633639968153256,0.836334,0.849895
0.01459843576399248,0.840542,0.849895
0.01241277514108971,0.844751,0.849895
0.018102900639398775,0.843114,0.849895
0.013371352273136822,0.843816,0.849895
0.009065631721446763,0.84405,0.849895
0.00925295844451705,0.842413,0.849895
0.008135359011479278,0.852467,0.852467
0.010085469528810303,0.840309,0.852467
0.012061238844892871,0.841478,0.852467
0.010152294675805676,0.836568,0.852467
0.007167879102835015,0.841244,0.852467
0.005685123823471924,0.84101,0.852467
0.00912385756400094,0.845452,0.852467
0.0071442041601707685,0.844517,0.852467
0.005930421957329138,0.843582,0.852467
0.004577062579233255,0.844751,0.852467
0.006603742935764256,0.847557,0.852467
0.00586613389983106,0.845219,0.852467
0.009471717054274544,0.843582,0.852467
0.007747057436117486,0.84405,0.852467
0.009269595590989981,0.84101,0.852467
0.007418800757002474,0.842413,0.852467
0.006119848965708889,0.839373,0.852467
0.004379021587656505,0.842881,0.852467
0.006599659906394446,0.839607,0.852467
0.004685078650268156,0.844283,0.852467
0.003702660661135147,0.848492,0.852467
0.0034452488840515934,0.844283,0.852467
0.0020414162705193702,0.851298,0.852467
0.0013929304124704047,0.847557,0.852467
0.001192866643862938,0.847791,0.852467
0.0009841709884245004,0.851298,0.852467
0.0011163180443777966,0.845219,0.852467
0.00048523474095472647,0.846621,0.852467
0.0004060457446681919,0.85083,0.852467
0.0008595971696412386,0.848726,0.852467
0.00040515701272594395,0.851064,0.852467
0.0008040287379008621,0.84592,0.852467
0.00039171516450483407,0.848258,0.852467
0.000246837401568,0.851531,0.852467
0.00012484771102222044,0.852934,0.852934
0.00014838198227668875,0.85083,0.852934
0.00013086233121245656,0.85387,0.85387
8.78070939832659e-05,0.852467,0.85387
7.825778491461455e-05,0.854103,0.854103
5.77120861010765e-05,0.854103,0.854103
5.358212919377569e-05,0.854103,0.854103
0.00016946690296059224,0.852233,0.854103
0.00016662411725343164,0.856208,0.856208
0.00011163916605622021,0.853402,0.856208
8.745747270868785e-05,0.851298,0.856208
8.166114340967207e-05,0.855272,0.856208
8.825957775115967e-05,0.851999,0.856208
5.300887929859446e-05,0.851765,0.856208
6.492947464558616e-05,0.854103,0.856208
6.128636313908136e-05,0.853168,0.856208
5.509693231155623e-05,0.853402,0.856208
6.071867337867395e-05,0.851765,0.856208
4.7430284877321614e-05,0.853636,0.856208
6.272254595116003e-05,0.853636,0.856208
6.31722496516669e-05,0.853636,0.856208
7.762092707762077e-05,0.851999,0.856208
6.428372059295426e-05,0.855039,0.856208
3.6590690933056734e-05,0.85387,0.856208
4.398500296606946e-05,0.855039,0.856208
3.9035593395802515e-05,0.853402,0.856208
4.3993676776316626e-05,0.855506,0.856208
4.500484288628422e-05,0.855506,0.856208
3.598952916131091e-05,0.85387,0.856208
4.293502711538059e-05,0.854571,0.856208
4.9515446620200996e-05,0.854805,0.856208
3.809537460554891e-05,0.854805,0.856208
3.231917299441437e-05,0.854571,0.856208
4.1150779866460544e-05,0.855039,0.856208
3.7842722081426364e-05,0.855974,0.856208
4.01162611904429e-05,0.85574,0.856208
2.918436900893254e-05,0.856909,0.856909
3.157244689428984e-05,0.853636,0.856909
3.56652621013015e-05,0.854805,0.856909
3.964809784248694e-05,0.855039,0.856909
3.75589328025704e-05,0.855272,0.856909
2.8408285397202222e-05,0.855272,0.856909
8.204590473602067e-05,0.853402,0.856909
3.440422353459828e-05,0.856675,0.856909
3.0193088659599645e-05,0.856208,0.856909
3.6259862914014216e-05,0.857143,0.857143
3.3721661389763674e-05,0.856441,0.857143
4.388158445927634e-05,0.854337,0.857143
3.832634260405355e-05,0.85574,0.857143
3.368073879782833e-05,0.855272,0.857143
3.523813254797636e-05,0.854571,0.857143
3.312005480723595e-05,0.856675,0.857143
4.011715081200671e-05,0.852934,0.857143
4.433918355116204e-05,0.853168,0.857143
5.6242320074963923e-05,0.854805,0.857143
5.515053201077589e-05,0.855272,0.857143
4.0996764133225626e-05,0.85574,0.857143
3.369864243180005e-05,0.855974,0.857143
3.4886843232966184e-05,0.854103,0.857143
3.654821150338472e-05,0.855272,0.857143
4.838306957216405e-05,0.855272,0.857143
3.472548812182982e-05,0.854103,0.857143
3.479732506310762e-05,0.854337,0.857143
6.478491114146674e-05,0.85574,0.857143
3.756682819394923e-05,0.854571,0.857143
3.49543432691204e-05,0.855272,0.857143
2.80221896385079e-05,0.855039,0.857143
3.810905253709252e-05,0.854571,0.857143
3.957981938746438e-05,0.853636,0.857143
3.182220814833001e-05,0.854805,0.857143
3.392249345779419e-05,0.855272,0.857143
2.7334956980463284e-05,0.854571,0.857143
5.710147210021517e-05,0.855039,0.857143
3.888357931108617e-05,0.856675,0.857143
4.026594001855423e-05,0.853402,0.857143
2.4520639163344653e-05,0.853636,0.857143
4.571609532655175e-05,0.852934,0.857143
3.414767891613405e-05,0.854103,0.857143
3.2074638267061604e-05,0.854571,0.857143
3.064156913045627e-05,0.854337,0.857143
3.309692464657684e-05,0.854103,0.857143
4.196956531325383e-05,0.85574,0.857143
2.7107992278995797e-05,0.85387,0.857143
3.85823312090404e-05,0.856208,0.857143
2.779466892356303e-05,0.854805,0.857143
2.2653657108990113e-05,0.854337,0.857143
2.7726724076626906e-05,0.854571,0.857143
3.888925064855547e-05,0.855506,0.857143
4.66376320639653e-05,0.85574,0.857143
2.5440619063021532e-05,0.853636,0.857143
3.4614730237135243e-05,0.853636,0.857143
2.9586366753079997e-05,0.854805,0.857143
3.555683947321194e-05,0.853402,0.857143
4.206653406370931e-05,0.855039,0.857143
3.2564486140635474e-05,0.853168,0.857143
3.0342989893101935e-05,0.852934,0.857143
2.7914211821200243e-05,0.856675,0.857143
3.335747256207822e-05,0.85574,0.857143
3.359288866840192e-05,0.856675,0.857143
2.844120139506326e-05,0.855506,0.857143
4.923265816560432e-05,0.854805,0.857143
3.44769500974399e-05,0.855039,0.857143
2.8000949923671894e-05,0.856208,0.857143
3.146191141498622e-05,0.85574,0.857143
2.87534585639612e-05,0.855506,0.857143
4.0471776207881186e-05,0.854337,0.857143
3.8148640696682145e-05,0.85574,0.857143
2.746450812069338e-05,0.853636,0.857143
train_epoch,200
batch_size,64
lr,0.001
lrcos,True
lr_warmup,False
mixup,False
mixup_alpha,0.2
weight_decay,0.0001
momentum,0.99
class_num,5
retrain,False
log_interval,10
save_interval,10
model_root,../output/models
log_root,../output/logs
name,cassava_desnet121
train_dir,/home/bbb//shicaiwei/data/cassava/train_data
test_dir,/home/bbb//shicaiwei/data/cassava/val_data
log_name,cassava_desnet121.csv
model_name,cassava_desnet121
train_epoch,200
batch_size,32
lr,0.001
lrcos,True
lr_warmup,False
mixup,False
mixup_alpha,0.2
weight_decay,0.0001
momentum,0.99
class_num,5
retrain,False
log_interval,10
save_interval,10
model_root,../output/models
log_root,../output/logs
name,cassava_desnet121
train_dir,/home/bbb//shicaiwei/data/cassava/train_data
test_dir,/home/bbb//shicaiwei/data/cassava/val_data
log_name,cassava_desnet121.csv
model_name,cassava_desnet121
