train_epoch,200
batch_size,32
lr,0.001
lrcos,True
lr_warmup,False
mixup,False
mixup_alpha,0.2
weight_decay,0.0001
momentum,0.99
class_num,5
retrain,False
log_interval,10
save_interval,10
model_root,../output/models
log_root,../output/logs
metric,None
name,densenet121_linear
train_dir,/home/bbb/shicaiwei/data/cassava/train_data
test_dir,/home/bbb/shicaiwei/data/cassava/val_data
log_name,densenet121_linear.csv
model_name,densenet121_linear
6.769126820787091e-05,0.857377,0.858312
7.59918556035122e-05,0.856675,0.858312
6.954435990235516e-05,0.856675,0.858312
6.430135152050268e-05,0.853636,0.858312
6.698648506235854e-05,0.857377,0.858312
5.8691663162730565e-05,0.854337,0.858312
9.281125581153086e-05,0.856909,0.858312
6.91663439028731e-05,0.856441,0.858312
7.431813489610904e-05,0.857844,0.858312
7.715180655506169e-05,0.856675,0.858312
5.569928717390399e-05,0.857377,0.858312
7.494844008828992e-05,0.856675,0.858312
9.044545276142726e-05,0.856208,0.858312
6.318462786273421e-05,0.856675,0.858312
7.565029870683902e-05,0.857377,0.858312
6.83882247621768e-05,0.858078,0.858312
5.659795253076286e-05,0.856675,0.858312
6.966187018100346e-05,0.85574,0.858312
8.380883764997821e-05,0.85574,0.858312
8.319101043950731e-05,0.857844,0.858312
7.846561547751738e-05,0.855506,0.858312
6.488851297681576e-05,0.85878,0.85878
6.537604554791317e-05,0.858078,0.85878
5.759997902629531e-05,0.854805,0.85878
8.371792664037687e-05,0.857143,0.85878
train_epoch,100
batch_size,32
lr,0.001
lrcos,True
lr_warmup,False
mixup,False
mixup_alpha,0.2
weight_decay,0.0001
momentum,0.99
class_num,5
retrain,False
log_interval,10
save_interval,10
model_root,../output/models
log_root,../output/logs
metric,None
name,densenet121_linear
train_dir,/home/bbb/shicaiwei/data/cassava/train_data
test_dir,/home/bbb/shicaiwei/data/cassava/val_data
log_name,densenet121_linear.csv
model_name,densenet121_linear
