train_epoch,200
batch_size,32
lr,0.001
lrcos,True
lr_warmup,False
mixup,False
mixup_alpha,0.2
weight_decay,0.0001
momentum,0.99
class_num,5
retrain,False
log_interval,10
save_interval,10
model_root,../output/models
log_root,../output/logs
name,cassava_resnet152
train_dir,/home/bbb//shicaiwei/data/cassava/train_data
test_dir,/home/bbb//shicaiwei/data/cassava/val_data
log_name,cassava_resnet152.csv
model_name,cassava_resnet152
0.8743631697703744,0.773439,0.773439
0.5458204706695592,0.810147,0.810147
0.48397590323029277,0.817863,0.817863
0.43264916483486926,0.812719,0.817863
0.37958151252470285,0.807108,0.817863
0.37338521163040234,0.816928,0.817863
0.3284113768662248,0.818331,0.818331
0.28601504068508327,0.804536,0.818331
0.30022741795700286,0.80477,0.818331
0.2791473580298023,0.811083,0.818331
train_epoch,200
batch_size,32
lr,0.001
lrcos,True
lr_warmup,False
mixup,False
mixup_alpha,0.2
weight_decay,0.0001
momentum,0.99
class_num,5
retrain,False
log_interval,10
save_interval,10
model_root,../output/models
log_root,../output/logs
name,cassava_resnet152
train_dir,/home/bbb//shicaiwei/data/cassava/train_data
test_dir,/home/bbb//shicaiwei/data/cassava/val_data
log_name,cassava_resnet152.csv
model_name,cassava_resnet152
0.8704770394017763,0.756137,0.756137
0.5616930059183424,0.812953,0.812953
0.504196319958874,0.811316,0.812953
0.44131204157232123,0.817395,0.817395
0.4009772309633059,0.819266,0.819266
0.3541411405968889,0.828852,0.828852
0.3282106118781544,0.81459,0.828852
0.2966998922490628,0.789806,0.828852
0.2781825467804882,0.831658,0.831658
0.2616842054318045,0.80477,0.831658
0.22487839504937146,0.815759,0.831658
0.20840958284440442,0.824176,0.831658
0.19126083745020572,0.808277,0.831658
0.18656230518751055,0.784428,0.831658
0.2015891160363349,0.803133,0.831658
0.21781738653918292,0.821604,0.831658
0.14181538697715118,0.819266,0.831658
0.13488194468979522,0.823474,0.831658
0.10857349611888421,0.824643,0.831658
0.11023201669487998,0.814823,0.831658
0.0956100776373783,0.818097,0.831658
0.09850587811425468,0.824643,0.831658
0.10214231855401369,0.800561,0.831658
