5.519617,0.766425,0.4745193530605218,504.509825177059
5.517564,0.790274,0.4842843236001296,503.32801080151137
5.475437,0.74772,0.47248114601613206,500.2956129983207
5.263969,0.816694,0.37147536236688355,489.2494221624927
5.210337,0.810615,0.3519684690808024,485.8368492055162
5.195973,0.805939,0.34805015619391594,484.7922898907528
5.154303,0.807575,0.34092524723611145,481.33782434196115
5.135802,0.813888,0.3349495100710437,480.0852163154388
5.136993,0.821838,0.341806018895635,479.5187501711266
5.132763,0.816694,0.3331815280855816,479.9581667320751
5.097494,0.820903,0.3298087807459252,476.7684893741786
5.12439,0.818097,0.33396152072002955,479.04281313887265
5.092135,0.823007,0.32504904839062243,476.70863601827176
5.070844,0.822072,0.3181263637319903,475.2717617141866
5.073717,0.82137,0.3232387405689632,475.0478377012449
5.072766,0.823942,0.3198063433588108,475.2959897620656
5.043097,0.82441,0.3099700474711222,473.31266684844115
5.057921,0.814356,0.3126408308674799,474.5280183881243
5.060637,0.824877,0.32059903874575535,474.0037949606637
5.045119,0.815057,0.30992328022545745,473.5195835576993
5.015229,0.820903,0.3012830658006334,471.39464020060603
5.020539,0.822072,0.3024818749976492,471.80570393499926
4.990903,0.824877,0.29517031488156764,469.5733002564617
5.006534,0.815525,0.298156639710765,470.8377055230542
4.988602,0.82137,0.29545733774794597,469.3144695531542
4.984087,0.807575,0.2912625099245076,469.282497227749
4.973498,0.822305,0.2894052102256601,468.4092596036252
4.936935,0.813654,0.27496299388531215,466.1972438348788
4.945174,0.818097,0.27973194331905554,466.5441867150993
4.947741,0.820201,0.28059292583961354,466.71481020918515
4.948993,0.813187,0.28055515968911,466.8438187928957
4.948448,0.819967,0.27969896038558995,466.8749042261427
4.925577,0.82137,0.2729971987691438,465.25796942309796
4.842936,0.825345,0.23705381626419933,460.5881922641647
4.803026,0.833528,0.22387513233540215,457.9150933096342
4.789745,0.825345,0.21799269622870696,457.175196168133
4.769066,0.826748,0.21396303507629957,455.51032954421
4.763641,0.825812,0.206938436933767,455.6702457035813
4.751503,0.824176,0.2047765692400041,454.672687566169
4.741106,0.826982,0.20045429200769585,454.0652265602183
4.750525,0.825579,0.20402684338460458,454.6498021776431
4.749774,0.821838,0.20151867703578183,454.8255020284207
4.721751,0.825579,0.1945266830169152,452.72240885796947
4.729228,0.823474,0.19662334025602474,453.2605139046072
4.73312,0.82441,0.19821468648091656,453.49056573315204
4.715878,0.822072,0.1921632555879165,452.3714967531578
4.706404,0.820201,0.1889335460960865,451.7470438449182
4.7124,0.823474,0.18765325549049913,452.4746410904644
4.700701,0.822773,0.18793784400848584,451.2762934889749
4.691992,0.82137,0.1814456490573482,451.0546079831703
4.684455,0.820435,0.18152382696900413,450.2930793548299
4.689546,0.813654,0.18110531901366242,450.84403378495546
4.689376,0.814823,0.1802339967166152,450.91421041043003
4.674301,0.823241,0.17353649033564272,450.0764533782674
4.65757,0.819266,0.16914028383304025,448.84302556403327
4.661132,0.815525,0.16709469901484864,449.40372114805416
4.641705,0.824643,0.16365979208010378,447.804508273401
4.6554,0.82137,0.16656635850667953,448.8833434488172
4.649238,0.827215,0.16501388540056264,448.42242397415305
4.631042,0.818097,0.15928135387529838,447.17609258633905
4.6396,0.818564,0.16247047242995735,447.71300898756937
4.634704,0.818564,0.16058650125409954,447.4117112204293
4.626086,0.81646,0.15733072665807243,446.875520453052
4.614593,0.816928,0.15138773540748615,446.32054956739194
4.579664,0.811083,0.1427778608748846,443.68862156377776
4.582348,0.809913,0.13984569804829972,444.2502793927059
4.580315,0.819032,0.14257227031984063,443.77433118018035
4.58686,0.813654,0.14144484618696096,444.54154822804105
4.574783,0.805939,0.13712217171337002,443.7660615439727
4.563169,0.811083,0.1335926252478194,442.95767628322136
4.578914,0.814356,0.1398776551412645,443.9036783093604
4.585942,0.81459,0.1391001024605515,444.68419731354044
4.576516,0.817162,0.13727473372889457,443.9241732873649
4.56544,0.810381,0.13450886114874733,443.09312150901724
4.56979,0.814356,0.13721195484433218,443.25783303519273
4.565502,0.813888,0.1330008573760496,443.25011237313817
4.555836,0.816226,0.1309929349921017,442.48432023948595
4.558501,0.813654,0.13311000205228263,442.53906101690274
4.559862,0.81155,0.13227464375651884,442.7587505019714
4.561254,0.813888,0.13084091752349775,443.0413519458236
4.567573,0.815525,0.1325927064727957,443.4980099686952
4.561094,0.817863,0.1301109381368227,443.0982857677424
4.55899,0.81646,0.13138504141819812,442.76048549759054
4.56048,0.815525,0.13016167175129195,443.03182036497884
4.545763,0.810615,0.12958874237314563,441.6174538300416
4.555002,0.818331,0.12988578144495733,442.5116561176621
4.531426,0.820201,0.12407606025444012,440.7350050311222
4.566984,0.813187,0.13258504520788372,443.4399359872408
4.548838,0.81459,0.12820097783876358,442.0637565256279
4.54082,0.817629,0.12466879131916528,441.6151774468823
4.534073,0.812953,0.12476433960494594,440.930860515844
4.552058,0.814356,0.12944073560778227,442.2617765907929
4.545158,0.813888,0.1264522270203751,441.87060427086374
4.552588,0.812953,0.12844414671308527,442.41435101945825
4.549939,0.815525,0.12806616390698425,442.18729538962106
4.543482,0.814122,0.1243651417997953,441.911718179578
4.544367,0.811784,0.12667541652221545,441.76918831228096
4.554941,0.810849,0.12815714773730696,442.67838939060675
4.546614,0.815057,0.12592327417196514,442.06905198141794
4.541289,0.811784,0.12323831016911524,441.8050753869743
4.530131,0.815291,0.12085924286430128,440.927137713566
4.539349,0.813888,0.12366384889617145,441.5685488121532
4.533307,0.813654,0.12229045083589643,441.10164555344625
4.533895,0.814122,0.12200241391068307,441.1892661406615
4.519363,0.81459,0.11828677406377881,440.10764291353314
4.544274,0.816226,0.12344370617348457,442.0830726124416
4.524525,0.817162,0.11956772201250647,440.495696622189
4.522207,0.814122,0.11629794428003168,440.59094027225103
4.530471,0.80968,0.11934295114930545,441.11284869898145
4.528254,0.811316,0.1173941084784325,441.0860073196554
4.530243,0.813421,0.12065334898010592,440.9590108425818
4.548921,0.807575,0.12421856317146916,442.47022391346013
4.513094,0.81155,0.11378644940173514,439.930734623704
4.517923,0.815057,0.11609120102964829,440.1831863545926
4.544506,0.812953,0.12323141234500386,442.1274981061989
4.513983,0.819032,0.1153162292579067,439.86664343147635
4.520161,0.811316,0.11697277617510234,440.31887714706846
4.517865,0.81155,0.11023565862223367,440.762965977749
4.534971,0.811784,0.12103449520524417,441.39368308949696
4.53103,0.809913,0.11773433719422216,441.32960490289133
4.501381,0.818097,0.11270043331886007,438.8680884815822
4.513263,0.814122,0.11299772399747483,440.02651247398876
4.505709,0.814356,0.1129570700437109,439.2752529821663
4.519183,0.814122,0.11529578260172194,440.3887803122262
4.520802,0.810147,0.11400394017729804,440.6798641596999
4.518305,0.810381,0.1130214620137883,440.528379008926
4.51291,0.808511,0.11435905417131487,439.85505690530084
4.507077,0.803834,0.10991700566678404,439.7160048440238
4.495131,0.812252,0.10657884756399093,438.85521553966487
4.528531,0.808744,0.11352974264142669,441.50011505412164
4.509768,0.812485,0.11086299216775136,439.8905076071481
4.496623,0.813421,0.10830214448342813,438.8321321576555
4.500778,0.809446,0.11013433250172117,439.06433761454076
4.519893,0.807575,0.11333204619934625,440.656080926913
4.488145,0.813888,0.10646169285907923,438.16834967782563
4.517085,0.809212,0.11249196069123589,440.4592973655629
4.490457,0.809446,0.10776934777604086,438.2687255288953
4.503364,0.810381,0.10901068648166745,439.43536439699545
4.489335,0.805939,0.10520248903292362,438.41328062253575
4.520108,0.812953,0.11156228586474312,440.85462726343457
4.492375,0.810147,0.1065772622684452,438.5797772273839
4.507385,0.808978,0.10822715033716131,439.915840619524
4.496695,0.807342,0.1067865922838171,438.99081033011464
4.486301,0.813421,0.1023169372265584,438.3984059556622
4.500996,0.806874,0.10733811959067238,439.3657920195678
4.482757,0.809913,0.09982415228107265,438.2933213278512
train_epoch,200
batch_size,16
lr,0.001
lr_step,True
lr_warmup,False
mixup,False
mixup_alpha,0.2
weight_decay,0.0001
momentum,0.99
class_num,5
retrain,False
log_interval,10
save_interval,10
model_root,../output/models
log_root,../output/logs
metric,centerloss
feature_dim,1024
name,desnet121_centernon
train_dir,/home/bbb/shicaiwei/data/cassava/train_data
test_dir,/home/bbb/shicaiwei/data/cassava/val_data
log_name,desnet121_centernon.csv
model_name,desnet121_centernon
train_epoch,100
batch_size,32
lr,0.001
lr_step,True
lr_warmup,False
mixup,False
mixup_alpha,0.2
weight_decay,0.0001
momentum,0.99
class_num,5
retrain,False
log_interval,10
save_interval,10
model_root,../output/models
log_root,../output/logs
metric,centerloss
feature_dim,1024
name,desnet121_centernon
train_dir,/home/bbb/shicaiwei/data/cassava/train_data
test_dir,/home/bbb/shicaiwei/data/cassava/val_data
log_name,desnet121_centernon.csv
model_name,desnet121_centernon
0.696119,0.797522,0.6961185185151679,1809.6257641373393
0.523151,0.828618,0.523151236716832,1832.209858489705
0.470957,0.828384,0.47095655207043496,1831.9077463310455
0.450803,0.819967,0.4508025366012181,1722.4504469826957
0.407563,0.840542,0.4075632963782159,1771.186438786872
0.357222,0.820669,0.3572222301196829,1753.3747624762705
0.359327,0.833762,0.3593267637714047,1737.7330666800526
0.335237,0.832827,0.33523693700260093,1736.766412182389
0.288131,0.827215,0.2881305411179489,1730.7830716997664
0.264576,0.838438,0.2645757087689137,1720.2694212726344
0.245916,0.838906,0.24591581381369973,1714.2496244341414
0.220331,0.830021,0.22033064651572815,1706.538566004673
0.21473,0.824176,0.21472986919161316,1701.166721807462
0.220518,0.829086,0.22051789443765846,1683.8112761025118
0.176891,0.833996,0.17689145257539837,1674.4881035064982
0.163526,0.828384,0.16352587806705002,1669.3307859046438
0.141506,0.826514,0.14150600453542772,1648.578763416326
0.150511,0.809913,0.15051069724086288,1650.5509564836448
0.154556,0.823007,0.15455571665802847,1645.3906537492699
0.123605,0.827215,0.12360513603715138,1619.6736341815129
0.120087,0.833061,0.12008743441411268,1622.3546247535776
0.120321,0.825111,0.12032131373046714,1604.0293644129672
0.110439,0.828618,0.11043858411156128,1600.2448477201372
0.106843,0.828151,0.10684323163233071,1598.5808009637851
0.100033,0.827449,0.10003270318157205,1592.2591326847255
0.100544,0.823942,0.10054392093949228,1594.3193163149824
0.075064,0.825111,0.07506415093335035,1589.6898877865801
0.083037,0.815993,0.08303657925435316,1577.469993291837
0.078649,0.835866,0.07864947543940812,1574.520315922532
0.066035,0.836568,0.06603452601583204,1559.7041531286507
0.026274,0.84896,0.026274126099648878,1548.1225827796436
0.011234,0.851064,0.011233779843722548,1545.6063636280667
0.006688,0.847791,0.006687694996873909,1540.2462393216997
0.004421,0.850129,0.004420598171581732,1536.5548862350322
0.00379,0.848726,0.0037900704646779,1531.9560613043955
0.00293,0.84896,0.0029300205618421607,1528.8206850996642
0.00319,0.849193,0.0031902788537685003,1526.2840576171875
0.002772,0.849895,0.00277174081061488,1524.7369715610398
0.002356,0.851298,0.002355912285987462,1523.03048791618
0.002306,0.849427,0.002306252418555946,1523.0739310291326
0.001901,0.851064,0.0019013586027599942,1521.5036611966998
0.001828,0.851064,0.001827958504730296,1519.2911897178008
0.001625,0.851765,0.0016253263872360515,1517.379386317173
0.001695,0.849193,0.0016945846726961224,1516.368716687354
0.001462,0.848726,0.0014620309817456754,1514.4566130165742
0.001567,0.850129,0.001566712878574835,1514.502895005841
0.001703,0.850596,0.001703034905351211,1513.9895886572722
0.001221,0.850596,0.0012213938564897698,1512.9034462616823
0.001446,0.848492,0.0014462089984216423,1512.7773665668808
0.001088,0.848492,0.0010875518355414132,1512.2509637850467
0.000938,0.850362,0.0009383502546871934,1510.818936870254
0.001031,0.849427,0.0010312311977983635,1510.1804263106017
0.001196,0.846621,0.0011962412673736287,1508.6512626861856
0.001128,0.84896,0.001127750698094056,1507.868720109886
0.001223,0.84896,0.0012233927010375763,1506.7567677150262
0.001022,0.849661,0.0010217586688906232,1506.3789578161507
0.000892,0.849427,0.0008919909317916799,1505.0846104702102
0.001145,0.851064,0.0011448386395088981,1504.8018629983208
0.000861,0.849661,0.00086119896340593,1504.2312890168662
0.000812,0.848726,0.0008123750580805485,1503.742729172751
0.000793,0.851531,0.0007927637930228331,1504.2541499342874
0.000901,0.849895,0.0009006267117562696,1504.0007577486128
0.000695,0.847557,0.0006947095149031309,1504.475355030666
0.000777,0.850596,0.0007765786948605119,1503.8794951536945
0.000821,0.851531,0.0008214470382048705,1503.8685425945532
0.000775,0.850596,0.0007752034290928707,1503.4388617114487
0.00073,0.849661,0.0007296588097777322,1503.7143604884639
0.000757,0.849661,0.0007565920876565381,1502.6186247353241
0.000723,0.849661,0.000723123773236141,1503.1645254545122
0.000676,0.850129,0.0006762013535633266,1502.9631922641647
0.00089,0.848258,0.0008898703433642878,1503.1405052113755
0.000656,0.850596,0.0006557998116885391,1502.4172347309434
0.000635,0.849661,0.00063497947755261,1502.5937673408293
0.000706,0.850129,0.0007059923399274595,1503.0170359959113
0.0007,0.848258,0.0006997348409946834,1502.6318350248248
0.000584,0.850596,0.00058403086160945,1502.5635493483499
0.000739,0.850362,0.0007385926547451554,1502.907169292129
0.000638,0.85083,0.0006380976082008575,1502.2426730432244
0.000652,0.851064,0.0006519696979879219,1501.9241623923044
0.000777,0.849427,0.0007767022073825943,1501.9807507666471
0.00082,0.851765,0.0008204250413680745,1502.4331880658588
0.000743,0.849427,0.0007429695296510358,1502.3192948671144
0.000812,0.850129,0.0008123870068621413,1502.227130640333
0.000598,0.851765,0.0005977108935329401,1502.0709835444654
0.000799,0.850362,0.0007991062564270518,1501.7315701208381
0.000715,0.849193,0.000714834647200932,1501.5207355249709
0.00066,0.850129,0.0006595506567821324,1501.325865672459
0.000669,0.850362,0.0006685455129525372,1501.4497115946263
0.000841,0.848726,0.0008414029518020487,1500.997823041399
0.000682,0.848024,0.0006816709988585142,1501.3881888416327
0.000562,0.848258,0.0005617711310074708,1501.2038724810163
0.000687,0.850129,0.000686954254301909,1500.8350284754672
0.000745,0.848726,0.0007452928992075341,1500.640952650409
0.000681,0.84896,0.0006805780613533804,1501.0189279716706
0.000739,0.850362,0.0007393702307594156,1501.3221946645006
